Progress,Finished,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23
100,True,I agree,Yes,"Northern University, Bangladesh",Male,"Masters, M.Sc., MS",2009,2 to 5 years,Other (please specify),Disagree - major changes are needed,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,A lot,Strongly agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A moderate amount,Moderately helpful,Strongly disagree,A little,Neither agree nor disagree,Somewhat agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Solved a few,Somewhat agree,Great team players,Somewhat agree,Strongly agree,Strongly agree,A little,Not helpful at all,Somewhat agree,A little,Strongly agree,Somewhat agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Disagree - major changes are needed,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Solved a few,Somewhat agree,I did not have such teammates,Strongly disagree,Neither agree nor disagree,Strongly agree,A moderate amount,Moderately helpful,Strongly agree,A little,Somewhat disagree,Somewhat agree
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Masters, M.Sc., MS",2012,5 to 10 years,Software Developer/Engineer,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Did not participate or solve,Neither agree nor disagree,Easy to work with,Neither agree nor disagree,Strongly agree,Strongly agree,A little,Very helpful,Strongly disagree,A moderate amount,Neither agree nor disagree,Strongly agree
100,True,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2016,Less than 2 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Solved a few,Somewhat disagree,I did not have such teammates,Strongly agree,Strongly agree,Strongly agree,A little,Very helpful,Somewhat agree,A lot,Neither agree nor disagree,Neither agree nor disagree
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Strongly agree - no change is needed,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Solved a few,Strongly agree,Great team players,Strongly agree,Strongly agree,Somewhat agree,A little,Extremely helpful,Strongly disagree,A moderate amount,Strongly agree,Strongly agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,Ph.D.,2009,5 to 10 years,Software Developer/Engineer,Disagree - major changes are needed,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Did not participate or solve,Somewhat agree,I did not have such teammates,Somewhat agree,Somewhat agree,Somewhat agree,A moderate amount,Slightly helpful,Strongly disagree,A little,Strongly disagree,Strongly agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Strongly disagree - should be totally changed,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Solved a few,Neither agree nor disagree,Hard to work with,Strongly agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Neither agree nor disagree,None at all,Strongly disagree,Strongly agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2013,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Solved a few,Somewhat agree,Easy to work with,Strongly disagree,Strongly agree,Strongly agree,A moderate amount,Slightly helpful,Somewhat disagree,A little,Somewhat disagree,Neither agree nor disagree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2011,5 to 10 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Did not participate or solve,Strongly disagree,I did not have such teammates,Somewhat disagree,Strongly agree,Strongly agree,A lot,Not helpful at all,Somewhat disagree,A little,Strongly agree,Somewhat agree
100,True,I agree,Yes,"Other, not listed",Female,"Masters, M.Sc., MS",2010,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Solved a few,Somewhat agree,Easy to work with,Somewhat agree,Somewhat agree,Strongly agree,A moderate amount,Slightly helpful,Somewhat agree,None at all,Somewhat agree,Somewhat agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,Agree - minor changes are needed,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Solved a few,Somewhat agree,Hard to work with,Strongly agree,Somewhat agree,Strongly agree,A lot,Moderately helpful,Somewhat agree,A little,Strongly disagree,Strongly agree
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2015,2 to 5 years,Other (please specify),Agree - minor changes are needed,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,A lot,Strongly agree,Easy to work with,Strongly agree,Strongly agree,Strongly agree,None at all,Very helpful,Neither agree nor disagree,A moderate amount,Neither agree nor disagree,Somewhat agree
100,True,I agree,Yes,Noakhali Science and Technology University,Male,"Bachelors, B.Sc., BS",2014,2 to 5 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Solved a few,Somewhat agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A lot,Moderately helpful,Somewhat agree,A little,Strongly agree,Neither agree nor disagree
100,True,I agree,Yes,Daffodil International University,Male,"Bachelors, B.Sc., BS",2016,2 to 5 years,Software Developer/Engineer,Strongly disagree - should be totally changed,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Solved a few,Somewhat agree,Easy to work with,Strongly agree,Strongly agree,Strongly agree,A lot,Slightly helpful,Strongly agree,None at all,Strongly agree,Somewhat agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2013,5 to 10 years,Software Architect,Disagree - major changes are needed,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Solved a few,Strongly agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Somewhat disagree,A little,Somewhat disagree,Neither agree nor disagree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Female,"Bachelors, B.Sc., BS",2015,2 to 5 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Solved a few,Strongly agree,I did not have such teammates,Strongly agree,Strongly agree,Strongly agree,A moderate amount,Moderately helpful,Somewhat agree,A moderate amount,Somewhat disagree,Strongly agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,DevOps,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Solved a few,Somewhat agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Somewhat agree,A little,Neither agree nor disagree,Somewhat disagree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2017,2 to 5 years,Software Developer/Engineer,Strongly disagree - should be totally changed,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Did not participate or solve,Neither agree nor disagree,Hard to work with,Strongly agree,Strongly agree,Strongly agree,A great deal,Not helpful at all,Somewhat disagree,None at all,Somewhat disagree,Somewhat disagree
12,False,I agree,Yes,Bangabandhu Sheikh Mujibur Rahman Maritime University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,Ahsanullah University of Science and Technology,Male,"Masters, M.Sc., MS",2000,Please select ...,Business Analyst,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,Asian University of Bangladesh,Male,"Masters, M.Sc., MS",2000,Less than 2 years,Product Manager,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Female,"Bachelors, B.Sc., BS",2017,2 to 5 years,Software Developer/Engineer,Disagree - major changes are needed,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Did not participate or solve,Somewhat disagree,I did not have such teammates,Strongly disagree,Somewhat agree,Strongly agree,A great deal,Moderately helpful,Somewhat agree,A little,Strongly disagree,Strongly agree
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2007,Less than 2 years,Other (please specify),Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,
100,True,I agree,Yes,BRAC University,Male,"Masters, M.Sc., MS",2013,5 to 10 years,DevOps,Agree - minor changes are needed,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,A lot,Neither agree nor disagree,Extremely hard to work with,Strongly agree,Strongly agree,Strongly agree,A moderate amount,Extremely helpful,Somewhat disagree,A little,Somewhat agree,Neither agree nor disagree
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2016,2 to 5 years,Software Developer/Engineer,Disagree - major changes are needed,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Did not participate or solve,Neither agree nor disagree,I did not have such teammates,Strongly agree,Strongly agree,Strongly agree,A moderate amount,Slightly helpful,Strongly disagree,A little,Somewhat disagree,Somewhat disagree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2014,5 to 10 years,QA / Test Engineer / Test Automation Engineer,Agree - minor changes are needed,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Did not participate or solve,Strongly agree,Hard to work with,Strongly agree,Strongly agree,Strongly agree,A lot,Not helpful at all,Strongly agree,A little,Somewhat disagree,Somewhat agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2018,2 to 5 years,Other (please specify),Agree - minor changes are needed,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Solved a few,Other (I want to share my opinion),I did not have such teammates,Somewhat agree,Strongly agree,Somewhat disagree,A little,Slightly helpful,Strongly disagree,A moderate amount,Somewhat disagree,Neither agree nor disagree
100,True,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2008,5 to 10 years,Other (please specify),Disagree - major changes are needed,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Solved a few,Strongly agree,Easy to work with,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Other (I want to share my opinion),Moderately helpful,Strongly agree,None at all,Strongly agree,Somewhat disagree
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,National University,Male,"Bachelors, B.Sc., BS",2019,Please select ...,Software Developer/Engineer,Disagree - major changes are needed,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,A lot,Strongly agree,Great team players,Somewhat agree,Strongly agree,Strongly agree,A moderate amount,Moderately helpful,Somewhat agree,None at all,Somewhat agree,Strongly agree
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,North South University,Female,"Masters, M.Sc., MS",2010,2 to 5 years,QA / Test Engineer / Test Automation Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,"Other, not listed",Male,"Bachelors, B.Sc., BS",2010,5 to 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,"Other, not listed",Male,"Bachelors, B.Sc., BS",2016,2 to 5 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Other,Dhaka University of Engineering & Technology,Female,Ph.D.,2008,2 to 5 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Dhaka University of Engineering & Technology,Female,Ph.D.,2008,2 to 5 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,"Other, not listed",Male,Other (please specify),2015,2 to 5 years,Business Analyst,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,Daffodil International University,Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Solved a few,Strongly agree,Great team players,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,,
31,False,I agree,Yes,"Other, not listed",Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Royal University of Dhaka,Male,Other (please specify),Please select ...,2 to 5 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,North South University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,University of Dhaka (DU),,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Noakhali Science and Technology University,Male,"Masters, M.Sc., MS",2011,5 to 10 years,Project Manager,Agree - minor changes are needed,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,A lot,Strongly agree,Great team players,Somewhat agree,Strongly agree,Strongly agree,A little,Moderately helpful,Strongly agree,A moderate amount,Neither agree nor disagree,Neither agree nor disagree
31,False,I agree,Yes,University of Dhaka (DU),Male,"Bachelors, B.Sc., BS",2008,5 to 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,University of Dhaka (DU),,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2007,More than 10 years,Product Manager,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Comilla University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,QA / Test Engineer / Test Automation Engineer,Agree - minor changes are needed,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,A lot,Strongly agree,Great team players,Other (I want to share my opinion),Other (I want to share my opinion),Strongly agree,A moderate amount,Very helpful,Somewhat agree,None at all,Other (I want to share my opinion),Somewhat agree
12,False,I agree,Yes,Asa University Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,"Other, not listed",Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,University of Dhaka (DU),I prefer not to share,"Masters, M.Sc., MS",Please select ...,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,University of Chittagong,Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Daffodil International University,Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,QA / Test Engineer / Test Automation Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2014,2 to 5 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,BRAC University,Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,East West University,Male,"Bachelors, B.Sc., BS",2016,Please select ...,Business Analyst,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Dhaka International University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,QA / Test Engineer / Test Automation Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,University of Chittagong,Male,"Masters, M.Sc., MS",2017,Please select ...,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Daffodil International University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Southeast University,Male,Other (please specify),Please select ...,Less than 2 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2015,2 to 5 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Solved a few,Strongly agree,Easy to work with,Strongly agree,Strongly agree,Strongly agree,A moderate amount,Moderately helpful,Somewhat disagree,A little,Somewhat disagree,Somewhat agree
69,False,I agree,Yes,East Delta University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,Disagree - major changes are needed,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Solved a few,Strongly agree,Great team players,Strongly agree,Strongly agree,Somewhat agree,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2017,Less than 2 years,Other (please specify),Agree - minor changes are needed,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Solved a few,Somewhat agree,Other (I want to share my opinion),Somewhat disagree,Strongly agree,Somewhat agree,A little,Slightly helpful,Strongly disagree,A moderate amount,Strongly agree,Somewhat disagree
31,False,I agree,Other,Bangladesh University of Professionals,I prefer not to share,"Bachelors, B.Sc., BS",2019,Less than 2 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,University of Dhaka (DU),,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Daffodil International University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Metropolitan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,North South University,Male,Other (please specify),Please select ...,2 to 5 years,UI Designer,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2009,5 to 10 years,Other (please specify),Disagree - major changes are needed,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Did not participate or solve,Somewhat agree,I did not have such teammates,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,,
12,False,I agree,Yes,University of Dhaka (DU),,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2008,5 to 10 years,DevOps,Disagree - major changes are needed,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Solved a few,Strongly agree,Great team players,Somewhat disagree,Strongly agree,Strongly agree,,,,,,
0,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,BRAC University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,University of Dhaka (DU),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Did not participate or solve,Somewhat agree,Hard to work with,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,A little,Slightly helpful,Strongly agree,None at all,Somewhat disagree,Neither agree nor disagree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2014,5 to 10 years,Software Architect,Agree - minor changes are needed,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Solved a few,Strongly agree,Easy to work with,Somewhat agree,Somewhat agree,Strongly agree,A moderate amount,Moderately helpful,Somewhat disagree,A lot,Somewhat disagree,Strongly agree
100,True,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2008,More than 10 years,Software Developer/Engineer,Strongly disagree - should be totally changed,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Solved a few,Somewhat agree,I did not have such teammates,Somewhat agree,Strongly agree,Strongly agree,A great deal,Moderately helpful,Somewhat agree,A little,Somewhat disagree,Neither agree nor disagree
31,False,I agree,Yes,Comilla University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Other,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2010,Please select ...,Software Developer/Engineer,Disagree - major changes are needed,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,A lot,Strongly agree,Easy to work with,Strongly agree,Strongly agree,Strongly agree,None at all,Slightly helpful,Somewhat agree,A little,Strongly agree,Neither agree nor disagree
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2017,2 to 5 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Did not participate or solve,Neither agree nor disagree,Hard to work with,Strongly agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Somewhat disagree,A little,Strongly agree,Somewhat agree
31,False,I agree,Yes,East West University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Female,"Masters, M.Sc., MS",2007,More than 10 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Did not participate or solve,Somewhat disagree,I did not have such teammates,Strongly disagree,Strongly agree,Strongly agree,A little,Moderately helpful,Somewhat agree,A moderate amount,Strongly disagree,Strongly agree
